Ref= Margutti GRB catalogue
Spec Model= Absorbed power-law with NH_Galaxy=0.09d22 and NH_intrinsic=0.6d22 .  Time variable Photon Index
Comments= this LC is available in any energy band contained in the 0.3-10 keV range. This SN is linked to GRB060218. 
The obs extends up to      85.5625000       72.6898575   Swift-XRT     4.3419190768820278e+02   1.6518451645582132e+02: this last
bin has to be calculated manually with Ximage

time(days)       	ertime	  instrument		flux(1d-15 erg/s/cm2)		erflux 
      0.0258373        0.0000023   Swift-XRT     6.6958154576468579e+06   2.1022314999896707e+06
      0.0258408        0.0000012   Swift-XRT     1.2623655898380548e+07   4.0575347526328182e+06
      0.0258431        0.0000012   Swift-XRT     1.4216422705715103e+07   4.3661936288685864e+06
      0.0258466        0.0000023   Swift-XRT     6.3282792339691687e+06   2.0340209516689354e+06
      0.0258512        0.0000023   Swift-XRT     7.5304624758132370e+06   2.2653827702612258e+06
      0.0258564        0.0000029   Swift-XRT     6.0384368616439579e+06   1.8165089432642388e+06
      0.0258610        0.0000017   Swift-XRT     1.1677255606912239e+07   3.3234068830267913e+06
      0.0258651        0.0000023   Swift-XRT     7.1785506428057030e+06   2.2045538727866188e+06
      0.0258691        0.0000017   Swift-XRT     1.0121357973957855e+07   3.0446332122124885e+06
      0.0258720        0.0000012   Swift-XRT     1.2801357307523631e+07   4.1142840245811380e+06
      0.0258743        0.0000012   Swift-XRT     1.3615411909029262e+07   4.2742573924670061e+06
      0.0258784        0.0000029   Swift-XRT     5.1350177443509884e+06   1.6503362010311661e+06
      0.0258830        0.0000017   Swift-XRT     9.6479046973740868e+06   2.9627427178269271e+06
      0.0258859        0.0000012   Swift-XRT     1.2880322586283909e+07   4.1395011862732642e+06
      0.0258882        0.0000012   Swift-XRT     1.5311014678331956e+07   4.6054835500797248e+06
      0.0258917        0.0000023   Swift-XRT     7.6672268534139218e+06   2.3062431964149252e+06
      0.0258957        0.0000017   Swift-XRT     9.1631982002127189e+06   2.8764071124953716e+06
      0.0258998        0.0000023   Swift-XRT     7.6945969595954008e+06   2.3144204330804995e+06
      0.0259038        0.0000017   Swift-XRT     1.0277675599468239e+07   3.0913354098771606e+06
      0.0259073        0.0000017   Swift-XRT     9.7515613362020291e+06   2.9943634238804858e+06
      0.0259108        0.0000017   Swift-XRT     8.6812130817293096e+06   2.7897921750508202e+06
      0.0259143        0.0000017   Swift-XRT     1.0867991839802470e+07   3.2056601817487259e+06
      0.0259177        0.0000017   Swift-XRT     1.0884425805102183e+07   3.2104749969619205e+06
      0.0259212        0.0000017   Swift-XRT     8.7206988297339194e+06   2.8024016440753029e+06
      0.0259241        0.0000012   Swift-XRT     1.3097513296145279e+07   4.2088608154244861e+06
      0.0259270        0.0000017   Swift-XRT     1.1474704741942786e+07   3.3226550399945150e+06
      0.0259305        0.0000017   Swift-XRT     9.3030516623571198e+06   2.9200251105976347e+06
      0.0259339        0.0000017   Swift-XRT     9.8650803082023226e+06   3.0289921681969641e+06
      0.0259374        0.0000017   Swift-XRT     8.7812432880696170e+06   2.8217312930678413e+06
      0.0259403        0.0000012   Swift-XRT     1.5632382499575214e+07   4.7013166692977389e+06
      0.0259438        0.0000023   Swift-XRT     9.0439193911606707e+06   2.5731341501966650e+06
      0.0259478        0.0000017   Swift-XRT     9.3102761056229603e+06   2.9219053843121398e+06
      0.0259507        0.0000012   Swift-XRT     1.4778178680785457e+07   4.5368029333303636e+06
      0.0259542        0.0000023   Swift-XRT     6.9736372232398475e+06   2.1884316581122219e+06
      0.0259582        0.0000017   Swift-XRT     1.0383480741893435e+07   3.1221181195917320e+06
      0.0259617        0.0000017   Swift-XRT     1.3106664198403450e+07   3.6092844268864607e+06
      0.0259652        0.0000017   Swift-XRT     9.8230081846395470e+06   3.0151139362999401e+06
      0.0259692        0.0000023   Swift-XRT     1.0223807578313425e+07   2.7729822882349705e+06
      0.0259733        0.0000017   Swift-XRT     9.2618952507450543e+06   2.9059172845791178e+06
      0.0259773        0.0000023   Swift-XRT     7.3489196950049512e+06   2.2554016432252410e+06
      0.0259814        0.0000017   Swift-XRT     1.0334317401827775e+07   3.1065163774712798e+06
      0.0259854        0.0000023   Swift-XRT     8.1518782835132694e+06   2.4030035739031062e+06
      0.0259889        0.0000012   Swift-XRT     1.4662903780049417e+07   4.4994972192569086e+06
      0.0259924        0.0000023   Swift-XRT     7.3262058641887503e+06   2.2480504124899879e+06
      0.0259970        0.0000023   Swift-XRT     1.0165586594723662e+07   2.7562192528307601e+06
      0.0260016        0.0000023   Swift-XRT     6.4997642823527707e+06   2.0871802064448274e+06
      0.0260051        0.0000012   Swift-XRT     1.4613993570833372e+07   4.4836681034610132e+06
      0.0260080        0.0000017   Swift-XRT     1.1359648333097992e+07   3.2864835297630178e+06
      0.0260115        0.0000017   Swift-XRT     9.7298515910892989e+06   2.9849662741554538e+06
      0.0260150        0.0000017   Swift-XRT     8.6425488987629246e+06   2.7748632280832906e+06
      0.0260190        0.0000023   Swift-XRT     9.3099350451097954e+06   2.6027808797124405e+06
      0.0260231        0.0000017   Swift-XRT     1.3481335159326589e+07   3.6540039882737570e+06
      0.0260265        0.0000017   Swift-XRT     1.0238441205956405e+07   3.0760911595706372e+06
      0.0260300        0.0000017   Swift-XRT     1.0231063107823957e+07   3.0737499212563075e+06
      0.0260335        0.0000017   Swift-XRT     1.2376047742179707e+07   3.4593476971878088e+06
      0.0260369        0.0000017   Swift-XRT     9.1409173563761208e+06   2.8659388195961807e+06
      0.0260410        0.0000023   Swift-XRT     8.8645926155095361e+06   2.5191344565911321e+06
      0.0260445        0.0000012   Swift-XRT     1.3689930966620522e+07   4.2918215648057861e+06
      0.0260474        0.0000017   Swift-XRT     8.5845810460227765e+06   2.7552744530368042e+06
      0.0260503        0.0000012   Swift-XRT     1.2869109333735194e+07   4.1302889997041347e+06
      0.0260532        0.0000017   Swift-XRT     1.1789562215369642e+07   3.3498439577783756e+06
      0.0260566        0.0000017   Swift-XRT     1.1245531617021242e+07   3.2515474757133233e+06
      0.0260601        0.0000017   Swift-XRT     9.6320427189766634e+06   2.9533127055003657e+06
      0.0260636        0.0000017   Swift-XRT     8.5555971196527015e+06   2.7454802875581663e+06
      0.0260670        0.0000017   Swift-XRT     9.0837311006453093e+06   2.8470412694048262e+06
      0.0260705        0.0000017   Swift-XRT     9.6110737146659624e+06   2.9465261341954372e+06
      0.0260740        0.0000017   Swift-XRT     1.1204769556627525e+07   3.2390685689165364e+06
      0.0260775        0.0000017   Swift-XRT     1.0130282390719002e+07   3.0417681706751408e+06
      0.0260809        0.0000017   Swift-XRT     9.0573299971197229e+06   2.8383166927881120e+06
      0.0260844        0.0000017   Swift-XRT     8.5183433640167993e+06   2.7328912466373364e+06
      0.0260873        0.0000012   Swift-XRT     1.2769744373031244e+07   4.0967105263689514e+06
      0.0260896        0.0000012   Swift-XRT     1.3561255229888046e+07   4.2492995788734332e+06
      0.0260931        0.0000023   Swift-XRT     6.7756804611462932e+06   2.1230146529660486e+06
      0.0260971        0.0000017   Swift-XRT     1.2743352151289854e+07   3.5031795242446149e+06
      0.0261012        0.0000023   Swift-XRT     8.7535800830096379e+06   2.4857058633642737e+06
      0.0261052        0.0000017   Swift-XRT     1.0071273592870966e+07   3.0230422609633929e+06
      0.0261099        0.0000029   Swift-XRT     7.6255126657542856e+06   2.0959216584515159e+06
      0.0261145        0.0000017   Swift-XRT     8.4645161990692932e+06   2.7147017966910880e+06
      0.0261180        0.0000017   Swift-XRT     1.0044240106310552e+07   3.0144633456075094e+06
      0.0261220        0.0000023   Swift-XRT     8.7151565963949896e+06   2.4741355630908399e+06
      0.0261266        0.0000023   Swift-XRT     7.5228436813290492e+06   2.2584372150191711e+06
      0.0261301        0.0000012   Swift-XRT     1.2674414406887989e+07   4.0693763914134703e+06
      0.0261324        0.0000012   Swift-XRT     1.5054315127827065e+07   4.5263681691665165e+06
      0.0261347        0.0000012   Swift-XRT     1.2680222205574408e+07   4.0758871833190820e+06
      0.0261376        0.0000017   Swift-XRT     1.2155359385701558e+07   3.4056855113817616e+06
      0.0261405        0.0000012   Swift-XRT     1.2687481287798617e+07   4.0840233417327451e+06
      0.0261440        0.0000023   Swift-XRT     7.9323987378643313e+06   2.3462041198740732e+06
      0.0261481        0.0000017   Swift-XRT     1.1638842778438628e+07   3.3250844300170001e+06
      0.0261515        0.0000017   Swift-XRT     1.2172060692705600e+07   3.4237110924095758e+06
      0.0261544        0.0000012   Swift-XRT     1.3498961948243959e+07   4.2592622762072096e+06
      0.0261567        0.0000012   Swift-XRT     1.6679003067565644e+07   4.8600909963170122e+06
      0.0261591        0.0000012   Swift-XRT     1.2710717811614813e+07   4.1100669534444022e+06
      0.0261619        0.0000017   Swift-XRT     1.2184584896601791e+07   3.4372282797789918e+06
      0.0261654        0.0000017   Swift-XRT     1.1658809917491907e+07   3.3467286719712773e+06
      0.0261706        0.0000035   Swift-XRT     5.8324016727340221e+06   1.6766126265110869e+06
      0.0261764        0.0000023   Swift-XRT     9.1514857913921326e+06   2.5920032786785895e+06
      0.0261810        0.0000023   Swift-XRT     9.1556611181431431e+06   2.5965098959801476e+06
      0.0261857        0.0000023   Swift-XRT     8.3633260317128580e+06   2.4559914102439960e+06
      0.0261897        0.0000017   Swift-XRT     1.0093115676568231e+07   3.0801867723084795e+06
      0.0261932        0.0000017   Swift-XRT     1.0627963398235351e+07   3.1845579506750708e+06
      0.0261961        0.0000012   Swift-XRT     1.5946485021345323e+07   4.7818078385830624e+06
      0.0261996        0.0000023   Swift-XRT     6.3807741312871249e+06   2.0835173586419839e+06
      0.0262036        0.0000017   Swift-XRT     1.2766631307670195e+07   3.5870517667291323e+06
      0.0262077        0.0000023   Swift-XRT     1.0377013026641179e+07   2.8358144721352118e+06
      0.0262117        0.0000017   Swift-XRT     1.0647326575963233e+07   3.2057494436799060e+06
      0.0262152        0.0000017   Swift-XRT     9.0533136543058380e+06   2.8996347545273690e+06
      0.0262187        0.0000017   Swift-XRT     1.0121857130229726e+07   3.1118085885850629e+06
      0.0262221        0.0000017   Swift-XRT     8.5265732252537403e+06   2.7991782225456061e+06
      0.0262256        0.0000017   Swift-XRT     1.2261127224633127e+07   3.5198404191305595e+06
      0.0262302        0.0000029   Swift-XRT     6.4000138522146698e+06   1.9361647840554495e+06
      0.0262349        0.0000017   Swift-XRT     1.4096081635273093e+07   4.4377346242185915e+06
      0.0262389        0.0000023   Swift-XRT     7.6064825549337901e+06   2.3504573842814122e+06
      0.0262430        0.0000017   Swift-XRT     1.0680004436380841e+07   3.2415123918383410e+06
      0.0262464        0.0000017   Swift-XRT     9.0810852171330210e+06   2.9305526894063405e+06
      0.0262499        0.0000017   Swift-XRT     1.0152901630533505e+07   3.1459634897146313e+06
      0.0262534        0.0000017   Swift-XRT     1.0690891727449525e+07   3.2534273053386183e+06
      0.0262563        0.0000012   Swift-XRT     1.3634748441404553e+07   4.4104342400430590e+06
      0.0262592        0.0000017   Swift-XRT     1.2301486940202720e+07   3.5634004635909377e+06
      0.0262626        0.0000017   Swift-XRT     1.1770627139640054e+07   3.4679357163724941e+06
      0.0262661        0.0000017   Swift-XRT     8.5633642399329804e+06   2.8404130159032089e+06
      0.0262690        0.0000012   Swift-XRT     1.3651718866469763e+07   4.4293293477437599e+06
      0.0262719        0.0000017   Swift-XRT     1.1245766984302463e+07   3.3777471930562793e+06
      0.0262754        0.0000017   Swift-XRT     1.0713884890378721e+07   3.2785907322363527e+06
      0.0262788        0.0000017   Swift-XRT     1.0181643972373420e+07   3.1775850839466099e+06
      0.0262829        0.0000023   Swift-XRT     8.8454443769592214e+06   2.6198927471909882e+06
      0.0262864        0.0000012   Swift-XRT     1.2870457588576300e+07   4.2891010743062450e+06
      0.0262887        0.0000012   Swift-XRT     1.4482534282933556e+07   4.6218340266079847e+06
      0.0262916        0.0000017   Swift-XRT     1.0730825117377661e+07   3.2971299024353581e+06
      0.0262945        0.0000012   Swift-XRT     1.3685665933849122e+07   4.4671235599480495e+06
      0.0262974        0.0000017   Swift-XRT     1.0200032818374893e+07   3.1978175663027740e+06
      0.0263008        0.0000017   Swift-XRT     8.5924076742571741e+06   2.8729643108960087e+06
      0.0263037        0.0000012   Swift-XRT     1.2892244605211543e+07   4.3135184313314306e+06
      0.0263066        0.0000017   Swift-XRT     9.1335179419615995e+06   2.9892821551413815e+06
      0.0263101        0.0000017   Swift-XRT     1.1274043032472035e+07   3.4131164561301828e+06
      0.0263136        0.0000017   Swift-XRT     9.6561283413620908e+06   3.0899263148143063e+06
      0.0263170        0.0000017   Swift-XRT     9.1127576595795285e+06   2.9762334818883571e+06
      0.0263205        0.0000017   Swift-XRT     9.1058467432958409e+06   2.9718889571483941e+06
      0.0263240        0.0000017   Swift-XRT     9.6341477018313520e+06   3.0762605796041950e+06
      0.0263269        0.0000012   Swift-XRT     1.2837388929654025e+07   4.2801646671364317e+06
      0.0263298        0.0000017   Swift-XRT     1.0156488983170675e+07   3.1753017992741656e+06
      0.0263332        0.0000017   Swift-XRT     1.1217047735101460e+07   3.3786777819955200e+06
      0.0263367        0.0000017   Swift-XRT     1.3343438354240788e+07   3.7729890323134894e+06
      0.0263402        0.0000017   Swift-XRT     9.5999572735649962e+06   3.0550029173070923e+06
      0.0263431        0.0000012   Swift-XRT     1.5190265045816885e+07   4.7355843690866092e+06
      0.0263460        0.0000017   Swift-XRT     1.1185697701421304e+07   3.3597342685709461e+06
      0.0263500        0.0000023   Swift-XRT     7.1843926363612805e+06   2.2815687117372360e+06
      0.0263541        0.0000017   Swift-XRT     1.1165747437757999e+07   3.3476785787911466e+06
      0.0263570        0.0000012   Swift-XRT     1.2752719769082431e+07   4.2263126331931744e+06
      0.0263593        0.0000012   Swift-XRT     1.3542844179426081e+07   4.3849670561257880e+06
      0.0263628        0.0000023   Swift-XRT     8.7562970207954999e+06   2.5762423305764059e+06
      0.0263674        0.0000023   Swift-XRT     7.5545223410244938e+06   2.3427983997237333e+06
      0.0263714        0.0000017   Swift-XRT     9.0043368317083139e+06   2.9080828856109516e+06
      0.0263743        0.0000012   Swift-XRT     1.4291854810721815e+07   4.5153081273952005e+06
      0.0263772        0.0000017   Swift-XRT     1.0050780652193224e+07   3.1102433961649463e+06
      0.0263813        0.0000023   Swift-XRT     8.3240978554499624e+06   2.4804187592764036e+06
      0.0263853        0.0000017   Swift-XRT     1.0560781582569234e+07   3.2009082051587254e+06
      0.0263888        0.0000017   Swift-XRT     9.4973655606622733e+06   2.9912192722747475e+06
      0.0263928        0.0000023   Swift-XRT     8.3027247299582986e+06   2.4675039789201492e+06
