Ref= Margutti GRB catalogue
Spec Model= Absorbed power-law with NH_Galaxy=0.09d22 and NH_intrinsic=0.6d22 .  Time variable Photon Index
Comments= this LC is available in any energy band contained in the 0.3-10 keV range. This SN is linked to GRB060218. 
The obs extends up to      85.5625000       72.6898575   Swift-XRT     4.3419190768820278e+02   1.6518451645582132e+02: this last
bin has to be calculated manually with Ximage

time(days)       	ertime	  instrument		flux(1d-15 erg/s/cm2)		erflux 
      0.0128732        0.0000012   Swift-XRT     1.0600531119564492e+07   3.5863076952580283e+06
      0.0128755        0.0000012   Swift-XRT     9.9306864953518920e+06   2.9173183868635986e+06
      0.0128778        0.0000012   Swift-XRT     8.9855562990237549e+06   2.7409983172077541e+06
      0.0128801        0.0000012   Swift-XRT     1.2494663970130658e+07   3.8889806930342270e+06
      0.0128824        0.0000012   Swift-XRT     8.9868565922301970e+06   2.7428139759422261e+06
      0.0128847        0.0000012   Swift-XRT     8.5144788997126855e+06   2.6528415020266036e+06
      0.0128871        0.0000012   Swift-XRT     1.2299581797492463e+07   3.3462372872605780e+06
      0.0128894        0.0000012   Swift-XRT     8.9888052556830179e+06   2.7455369089324218e+06
      0.0128923        0.0000017   Swift-XRT     6.5452674391508475e+06   2.1073183198438981e+06
      0.0128952        0.0000012   Swift-XRT     1.2027356000032796e+07   3.8228842313969834e+06
      0.0128975        0.0000012   Swift-XRT     8.9910798806158695e+06   2.7487141451842943e+06
      0.0128998        0.0000012   Swift-XRT     9.9382262419567257e+06   2.9277686941497903e+06
      0.0129021        0.0000012   Swift-XRT     7.5725283821270745e+06   2.4721096281155040e+06
      0.0129050        0.0000017   Swift-XRT     5.9954596842715088e+06   1.8344425978256138e+06
      0.0129079        0.0000012   Swift-XRT     1.0414108686518375e+07   3.0185858257425479e+06
      0.0129102        0.0000012   Swift-XRT     1.0888265400410546e+07   3.1058551286378130e+06
      0.0129131        0.0000017   Swift-XRT     6.9438668148791287e+06   2.0139485634729224e+06
      0.0129160        0.0000012   Swift-XRT     1.5192156865850847e+07   4.5639652057616329e+06
      0.0129189        0.0000017   Swift-XRT     8.3923472615765594e+06   2.5239845768965096e+06
      0.0129224        0.0000017   Swift-XRT     7.7618134142198861e+06   2.4226780581670934e+06
      0.0129253        0.0000012   Swift-XRT     8.0516251443896173e+06   2.5747577403478771e+06
      0.0129276        0.0000012   Swift-XRT     8.5258653470532410e+06   2.6688220522430581e+06
      0.0129299        0.0000012   Swift-XRT     9.7506784868528470e+06   3.3219580419796556e+06
      0.0129322        0.0000012   Swift-XRT     9.0008249742368199e+06   2.7623299203582969e+06
      0.0129345        0.0000012   Swift-XRT     1.0660228255687797e+07   3.5502791817521024e+06
      0.0129368        0.0000012   Swift-XRT     8.5283273776326496e+06   2.6722775103849014e+06
      0.0129391        0.0000012   Swift-XRT     9.0027736376896426e+06   2.7650521872146782e+06
      0.0129415        0.0000012   Swift-XRT     8.0556947779086838e+06   2.5804967052067695e+06
      0.0129438        0.0000012   Swift-XRT     8.0562756465951670e+06   2.5813167159327576e+06
      0.0129461        0.0000012   Swift-XRT     8.5279960870821010e+06   2.6724160662183748e+06
      0.0129484        0.0000012   Swift-XRT     9.9467545311426874e+06   2.9410038848709515e+06
      0.0129513        0.0000017   Swift-XRT     7.5760251405654335e+06   2.1312671627526921e+06
      0.0129542        0.0000012   Swift-XRT     8.9936165181825329e+06   2.7551512182810707e+06
      0.0129565        0.0000012   Swift-XRT     1.0410962758555796e+07   3.0183362476066118e+06
      0.0129588        0.0000012   Swift-XRT     9.9351602500519212e+06   2.9281399527292247e+06
      0.0129617        0.0000017   Swift-XRT     8.5925018211696614e+06   2.7243478584182411e+06
      0.0129646        0.0000012   Swift-XRT     9.9287191801522560e+06   2.9209932250751080e+06
      0.0129669        0.0000012   Swift-XRT     9.4534673422685955e+06   2.8301176957512549e+06
      0.0129698        0.0000017   Swift-XRT     8.9520852952773552e+06   2.6860917934357072e+06
      0.0129727        0.0000012   Swift-XRT     1.3384504171654042e+07   4.0826702019103318e+06
      0.0129750        0.0000012   Swift-XRT     9.9171248990614899e+06   2.9081288488441710e+06
      0.0129773        0.0000012   Swift-XRT     8.0260642576490678e+06   2.5470625608647875e+06
      0.0129797        0.0000012   Swift-XRT     8.0239779265411915e+06   2.5446977858223361e+06
      0.0129820        0.0000012   Swift-XRT     9.4375200987428799e+06   2.8123388062795126e+06
      0.0129843        0.0000012   Swift-XRT     8.4915576792354826e+06   2.6313502488051197e+06
      0.0129866        0.0000012   Swift-XRT     1.0847505116373667e+07   3.0641826853639027e+06
      0.0129889        0.0000012   Swift-XRT     8.0156352666449491e+06   2.5352382415633197e+06
      0.0129912        0.0000012   Swift-XRT     8.0135507118939124e+06   2.5328747987884977e+06
      0.0129935        0.0000012   Swift-XRT     1.3785306229863180e+07   4.1745820134053701e+06
      0.0129964        0.0000017   Swift-XRT     7.5377473152116174e+06   2.0893371477370691e+06
      0.0129999        0.0000017   Swift-XRT     1.1538641153663320e+07   3.3335090243724603e+06
      0.0130028        0.0000012   Swift-XRT     1.1024588353336638e+07   3.6126395208668779e+06
      0.0130057        0.0000017   Swift-XRT     8.7848794905198701e+06   2.2945068067770079e+06
      0.0130086        0.0000012   Swift-XRT     1.0820699003488697e+07   3.0347004909003768e+06
      0.0130109        0.0000012   Swift-XRT     1.1288218360050449e+07   3.1138471801028796e+06
      0.0130132        0.0000012   Swift-XRT     1.0815052853274664e+07   3.0284912355682533e+06
      0.0130155        0.0000012   Swift-XRT     7.9916508965993663e+06   2.5080433285751268e+06
      0.0130178        0.0000012   Swift-XRT     1.2846744112948727e+07   3.9369623117124774e+06
      0.0130207        0.0000017   Swift-XRT     8.1435658216832960e+06   2.1737760480533550e+06
      0.0130236        0.0000012   Swift-XRT     9.8630232869822960e+06   2.8481017544379481e+06
      0.0130259        0.0000012   Swift-XRT     9.3909013898496591e+06   2.7603621610694514e+06
      0.0130283        0.0000012   Swift-XRT     9.3884473528760280e+06   2.7576261274475651e+06
      0.0130306        0.0000012   Swift-XRT     7.5087926987293931e+06   2.4020918587552840e+06
      0.0130329        0.0000012   Swift-XRT     1.1260248733435674e+07   3.0832061348462501e+06
      0.0130352        0.0000012   Swift-XRT     1.0319194387875540e+07   2.9169782145288535e+06
      0.0130375        0.0000012   Swift-XRT     7.9718374124126965e+06   2.4855779656718369e+06
      0.0130398        0.0000012   Swift-XRT     1.0782605031067759e+07   2.9928042266647024e+06
      0.0130427        0.0000017   Swift-XRT     6.7697278893774636e+06   2.1393191662610886e+06
      0.0130456        0.0000012   Swift-XRT     1.0502935410272583e+07   3.4801321824318161e+06
      0.0130479        0.0000012   Swift-XRT     1.0772727598862274e+07   2.9819418045917698e+06
      0.0130503        0.0000012   Swift-XRT     1.0301649311372783e+07   2.8975999377678363e+06
      0.0130526        0.0000012   Swift-XRT     8.8945499854276013e+06   2.6441249190156665e+06
      0.0130549        0.0000012   Swift-XRT     1.0764265034879372e+07   2.9726328065748927e+06
      0.0130572        0.0000012   Swift-XRT     8.4219982099398281e+06   2.5529556246794979e+06
      0.0130595        0.0000012   Swift-XRT     9.3590104555119071e+06   2.7265687485567010e+06
      0.0130618        0.0000012   Swift-XRT     1.1466917193558855e+07   3.5506766415949184e+06
      0.0130641        0.0000012   Swift-XRT     1.0532311911504166e+07   3.4104146173774549e+06
      0.0130665        0.0000012   Swift-XRT     1.0299081587561430e+07   2.9025581937958119e+06
      0.0130688        0.0000012   Swift-XRT     1.0300474251323521e+07   2.9060491790744434e+06
      0.0130711        0.0000012   Swift-XRT     1.0301865138728771e+07   2.9095379439070253e+06
      0.0130734        0.0000012   Swift-XRT     7.9616064851961704e+06   2.4845285828689612e+06
      0.0130757        0.0000012   Swift-XRT     1.1709825109562643e+07   3.1596416594226183e+06
      0.0130786        0.0000017   Swift-XRT     9.5000229904940166e+06   2.7082625031482619e+06
      0.0130815        0.0000012   Swift-XRT     7.9653679208036000e+06   2.4940727261224538e+06
      0.0130844        0.0000017   Swift-XRT     4.9987205485990671e+06   1.6043593120684817e+06
      0.0130879        0.0000017   Swift-XRT     8.1245650207506511e+06   2.1734862798439278e+06
      0.0130908        0.0000012   Swift-XRT     9.8448822427599225e+06   2.8549846931014140e+06
      0.0130937        0.0000017   Swift-XRT     8.1273050511754258e+06   2.1803114869101136e+06
      0.0130966        0.0000012   Swift-XRT     8.4413152023898866e+06   2.6018716070552724e+06
      0.0130989        0.0000012   Swift-XRT     7.5044015446223961e+06   2.4226289863094050e+06
      0.0131012        0.0000012   Swift-XRT     9.8508561308108252e+06   2.8699989051972348e+06
      0.0131035        0.0000012   Swift-XRT     1.1025644397477662e+07   3.5470437698137402e+06
      0.0131064        0.0000017   Swift-XRT     7.6904909107611272e+06   2.3746826727233380e+06
      0.0131093        0.0000012   Swift-XRT     1.0794122040636010e+07   3.0513831461576042e+06
      0.0131116        0.0000012   Swift-XRT     1.1734323734913232e+07   3.2207696509800595e+06
      0.0131139        0.0000012   Swift-XRT     8.4498488206463661e+06   2.6234707739547500e+06
      0.0131162        0.0000012   Swift-XRT     7.5119883646834744e+06   2.4419382071982906e+06
      0.0131185        0.0000012   Swift-XRT     1.1739062166782331e+07   3.2325957466383670e+06
      0.0131209        0.0000012   Swift-XRT     1.0331767441584814e+07   2.9845437232722812e+06
      0.0131232        0.0000012   Swift-XRT     9.3937790879294872e+06   2.8141458052743925e+06
      0.0131255        0.0000012   Swift-XRT     7.9857862544940868e+06   2.5458926078414377e+06
      0.0131278        0.0000012   Swift-XRT     7.5170456526052468e+06   2.4548096888565850e+06
      0.0131301        0.0000012   Swift-XRT     8.9276932513371315e+06   2.7343736164198159e+06
      0.0131324        0.0000012   Swift-XRT     7.9890103421575977e+06   2.5540731751760859e+06
      0.0131347        0.0000012   Swift-XRT     1.0810116357617971e+07   3.0914300008788584e+06
      0.0131371        0.0000012   Swift-XRT     8.9312965911858547e+06   2.7434714500174094e+06
      0.0131394        0.0000012   Swift-XRT     9.6773575819497630e+06   3.3033127344594956e+06
      0.0131417        0.0000012   Swift-XRT     8.9336982256327234e+06   2.7495345999994921e+06
      0.0131440        0.0000012   Swift-XRT     8.9348999310345780e+06   2.7525692836150029e+06
      0.0131463        0.0000012   Swift-XRT     1.0347065426685730e+07   3.0229188041630546e+06
      0.0131486        0.0000012   Swift-XRT     7.5261485932287537e+06   2.4779804874697216e+06
      0.0131509        0.0000012   Swift-XRT     1.5133700514979864e+07   4.5218819799686112e+06
      0.0131533        0.0000012   Swift-XRT     1.0821747054023944e+07   3.1205502626363565e+06
      0.0131556        0.0000012   Swift-XRT     8.9409049053301699e+06   2.7677300451500737e+06
      0.0131585        0.0000017   Swift-XRT     9.8580192897657063e+06   2.8684055131122931e+06
      0.0131614        0.0000012   Swift-XRT     8.0024449289339818e+06   2.5881645715486454e+06
      0.0131637        0.0000012   Swift-XRT     1.2240676916519532e+07   3.3943374777578581e+06
      0.0131660        0.0000012   Swift-XRT     8.0045934325312367e+06   2.5936195413578385e+06
      0.0131683        0.0000012   Swift-XRT     7.5345347738675624e+06   2.4996347214312209e+06
      0.0131712        0.0000017   Swift-XRT     7.2204575651824139e+06   2.0975643444387512e+06
      0.0131741        0.0000012   Swift-XRT     7.5342443395243203e+06   2.5030275629944750e+06
      0.0131764        0.0000012   Swift-XRT     1.0359427982109535e+07   3.0623099611659651e+06
      0.0131787        0.0000012   Swift-XRT     1.1301020563792007e+07   3.2401699101569643e+06
      0.0131810        0.0000012   Swift-XRT     1.0829977803439304e+07   3.1546698586737420e+06
      0.0131834        0.0000012   Swift-XRT     1.0555821994273627e+07   3.6502458833354008e+06
      0.0131857        0.0000012   Swift-XRT     8.9462286467778534e+06   2.7962541171433483e+06
      0.0131880        0.0000012   Swift-XRT     1.3773146179119065e+07   4.3087209355974207e+06
      0.0131903        0.0000012   Swift-XRT     7.5334334326271340e+06   2.5125301839068467e+06
      0.0131926        0.0000012   Swift-XRT     9.4166470177015066e+06   2.8938242913056910e+06
      0.0131955        0.0000017   Swift-XRT     1.0149375562207296e+07   2.9898596931587914e+06
      0.0131984        0.0000012   Swift-XRT     1.0357912749725528e+07   3.0800979544665096e+06
      0.0132013        0.0000017   Swift-XRT     7.2190129429827714e+06   2.1145365458608009e+06
      0.0132042        0.0000012   Swift-XRT     9.8867189990414772e+06   2.9941653600928928e+06
      0.0132065        0.0000012   Swift-XRT     1.4242239387840526e+07   4.4034109691892806e+06
      0.0132088        0.0000012   Swift-XRT     9.4156318297677897e+06   2.9057278805311169e+06
      0.0132111        0.0000012   Swift-XRT     1.0985513831940351e+07   3.8146659164794981e+06
      0.0132140        0.0000017   Swift-XRT     9.8864605391213428e+06   2.8795343887111354e+06
      0.0132169        0.0000012   Swift-XRT     8.9443688011670019e+06   2.8180524580534436e+06
      0.0132192        0.0000012   Swift-XRT     1.3299534806776591e+07   4.2666208344144253e+06
      0.0132216        0.0000012   Swift-XRT     1.4162549355489772e+07   4.5274894944213880e+06
      0.0132244        0.0000017   Swift-XRT     6.9040790862118220e+06   2.0674413292454118e+06
      0.0132273        0.0000012   Swift-XRT     1.0355920565530140e+07   3.1035023440040275e+06
      0.0132297        0.0000012   Swift-XRT     1.1023288948308617e+07   3.7686991305463375e+06
      0.0132320        0.0000012   Swift-XRT     8.4727638238746282e+06   2.7329423168964693e+06
      0.0132349        0.0000017   Swift-XRT     9.0219449688788690e+06   2.6160593691315623e+06
      0.0132383        0.0000017   Swift-XRT     1.0721901588794934e+07   3.1939233480215985e+06
      0.0132418        0.0000017   Swift-XRT     6.2757110619315878e+06   1.9533081818678963e+06
      0.0132453        0.0000017   Swift-XRT     8.1582358646414829e+06   2.3172352925371341e+06
      0.0132482        0.0000012   Swift-XRT     8.0011925973622054e+06   2.6458959467845485e+06
      0.0132511        0.0000017   Swift-XRT     8.8905611761447284e+06   2.8287647779734470e+06
      0.0132540        0.0000012   Swift-XRT     1.5454050483754143e+07   4.9364654586270256e+06
      0.0132563        0.0000012   Swift-XRT     1.1923481757492026e+07   4.0127772216180800e+06
      0.0132586        0.0000012   Swift-XRT     1.2354803402558899e+07   4.1519427895764234e+06
      0.0132609        0.0000012   Swift-XRT     8.0005149172279742e+06   2.6538329311875938e+06
      0.0132638        0.0000017   Swift-XRT     7.9746698133931197e+06   2.6398705443853028e+06
      0.0132667        0.0000012   Swift-XRT     8.0002076074947575e+06   2.6574409339730209e+06
      0.0132690        0.0000012   Swift-XRT     1.1294236657022338e+07   3.3198896964847790e+06
      0.0132713        0.0000012   Swift-XRT     8.9411322790056132e+06   2.8560005471689464e+06
      0.0132736        0.0000012   Swift-XRT     8.4704154801329412e+06   2.7604643015877171e+06
      0.0132759        0.0000012   Swift-XRT     7.9997137802934041e+06   2.6632143157456764e+06
      0.0132783        0.0000012   Swift-XRT     7.9995912116714856e+06   2.6646562734100595e+06
      0.0132812        0.0000017   Swift-XRT     6.5877712174255969e+06   2.0357093788447853e+06
      0.0132840        0.0000012   Swift-XRT     1.0820548901335768e+07   3.2337590383235691e+06
      0.0132864        0.0000012   Swift-XRT     1.0348349732680617e+07   3.1372020536934994e+06
      0.0132893        0.0000017   Swift-XRT     7.9951583131787619e+06   2.5977660023102085e+06
      0.0132927        0.0000017   Swift-XRT     7.2091483893643720e+06   2.1441910469377488e+06
      0.0132956        0.0000012   Swift-XRT     9.4012584384017829e+06   2.9335944784492082e+06
      0.0132979        0.0000012   Swift-XRT     8.9296916527814567e+06   2.8349145253514503e+06
      0.0133003        0.0000012   Swift-XRT     1.1435122182490431e+07   3.9142706853567683e+06
      0.0133026        0.0000012   Swift-XRT     9.3965075720348060e+06   2.9213640395653327e+06
      0.0133049        0.0000012   Swift-XRT     7.9856876666895002e+06   2.6308568656929764e+06
      0.0133072        0.0000012   Swift-XRT     1.1272012656604601e+07   3.2762490498328130e+06
      0.0133095        0.0000012   Swift-XRT     1.1897006046979185e+07   3.9722962696941975e+06
      0.0133118        0.0000012   Swift-XRT     1.4633997125201857e+07   4.5330628140050061e+06
      0.0133141        0.0000012   Swift-XRT     9.8580246188362241e+06   2.9929125844319058e+06
      0.0133165        0.0000012   Swift-XRT     7.9789597151602712e+06   2.6134068242811281e+06
      0.0133188        0.0000012   Swift-XRT     9.3854284344274662e+06   2.8928355266799596e+06
      0.0133217        0.0000017   Swift-XRT     6.5684155892142821e+06   1.9860224576007111e+06
      0.0133246        0.0000012   Swift-XRT     1.0319618937160157e+07   3.0635260994671397e+06
      0.0133269        0.0000012   Swift-XRT     1.1255868237469712e+07   3.2349927181485323e+06
      0.0133298        0.0000017   Swift-XRT     7.3983885684469892e+06   2.3445618779760478e+06
      0.0133327        0.0000012   Swift-XRT     1.0313525145022593e+07   3.0478974899494913e+06
      0.0133350        0.0000012   Swift-XRT     7.4994783716419982e+06   2.4893804795311778e+06
      0.0133373        0.0000012   Swift-XRT     7.9668502905860795e+06   2.5819972826468525e+06
      0.0133402        0.0000017   Swift-XRT     9.5013881207250953e+06   2.8119704342799420e+06
      0.0133437        0.0000017   Swift-XRT     5.9333276070105964e+06   1.8388477407427216e+06
      0.0133466        0.0000012   Swift-XRT     1.0303078390450081e+07   3.0211051438300270e+06
      0.0133489        0.0000012   Swift-XRT     1.1004280153770195e+07   3.6085323618095797e+06
      0.0133512        0.0000012   Swift-XRT     9.3632674946775287e+06   2.8357753922847449e+06
      0.0133541        0.0000017   Swift-XRT     9.2575334065259080e+06   2.6195716706922664e+06
      0.0133570        0.0000012   Swift-XRT     8.8913463258677423e+06   2.7359579046759563e+06
      0.0133599        0.0000017   Swift-XRT     6.5501328805339653e+06   1.9390462568935617e+06
      0.0133628        0.0000012   Swift-XRT     9.8231218714772686e+06   2.9032323212163644e+06
      0.0133651        0.0000012   Swift-XRT     8.8860829805526007e+06   2.7223749921034821e+06
      0.0133674        0.0000012   Swift-XRT     8.4169702319059055e+06   2.6283313303565588e+06
      0.0133703        0.0000017   Swift-XRT     1.1012985190461677e+07   3.0283864305147287e+06
      0.0133732        0.0000012   Swift-XRT     9.3482324103888460e+06   2.7970594729254115e+06
      0.0133755        0.0000012   Swift-XRT     8.8793168373513240e+06   2.7049136264167824e+06
      0.0133778        0.0000012   Swift-XRT     9.3450651661441941e+06   2.7889048848095397e+06
      0.0133801        0.0000012   Swift-XRT     1.5456738111652156e+07   4.5330281750466377e+06
      0.0133824        0.0000012   Swift-XRT     1.0276090200989073e+07   2.9518978372777835e+06
      0.0133853        0.0000017   Swift-XRT     8.8474321202625092e+06   2.6376474338007937e+06
      0.0133882        0.0000012   Swift-XRT     1.1205530725533208e+07   3.1063662753183506e+06
      0.0133905        0.0000012   Swift-XRT     7.9359061544437278e+06   2.5017363736168360e+06
      0.0133928        0.0000012   Swift-XRT     1.0268254690970479e+07   2.9318032446212783e+06
      0.0133957        0.0000017   Swift-XRT     1.1226547691478571e+07   3.1233902131333477e+06
      0.0133986        0.0000012   Swift-XRT     8.4020035373555403e+06   2.5867759045894444e+06
      0.0134009        0.0000012   Swift-XRT     9.1821625858301558e+06   3.0768996239771694e+06
      0.0134033        0.0000012   Swift-XRT     9.3392378275325429e+06   2.7661939405732024e+06
      0.0134056        0.0000012   Swift-XRT     9.8081294197527301e+06   2.8542275209986200e+06
      0.0134079        0.0000012   Swift-XRT     9.3429131098332610e+06   2.7711077876801933e+06
      0.0134108        0.0000017   Swift-XRT     8.8265483810801003e+06   2.6748070425242074e+06
      0.0134137        0.0000012   Swift-XRT     1.0282258600113891e+07   2.9479765295548076e+06
      0.0134160        0.0000012   Swift-XRT     8.8818810084489994e+06   2.6923174800685956e+06
      0.0134183        0.0000012   Swift-XRT     8.8836271672221292e+06   2.6946622710966039e+06
      0.0134206        0.0000012   Swift-XRT     7.4824200169132380e+06   2.4251840535782776e+06
      0.0134229        0.0000012   Swift-XRT     1.0290349017338939e+07   2.9587052807755750e+06
      0.0134253        0.0000012   Swift-XRT     1.0526870042326663e+07   3.4739207066536434e+06
      0.0134276        0.0000012   Swift-XRT     1.1698174873231437e+07   3.2138367522804854e+06
      0.0134299        0.0000012   Swift-XRT     1.0764435565135954e+07   3.0511608795080744e+06
      0.0134322        0.0000012   Swift-XRT     9.2065670642682556e+06   3.1104756548216981e+06
      0.0134345        0.0000012   Swift-XRT     1.0574063402657429e+07   3.4191018905005418e+06
      0.0134368        0.0000012   Swift-XRT     8.4293034774418622e+06   2.6235973393795574e+06
      0.0134397        0.0000017   Swift-XRT     6.2454610372242313e+06   1.8699306547631521e+06
      0.0134432        0.0000017   Swift-XRT     8.1214892588832295e+06   2.2108395114628365e+06
      0.0134467        0.0000017   Swift-XRT     8.1238793470106423e+06   2.2139685640354399e+06
      0.0134496        0.0000012   Swift-XRT     1.4143110682596214e+07   4.3235397484409073e+06
      0.0134519        0.0000012   Swift-XRT     1.1449460934898069e+07   3.7214655801420803e+06
      0.0134548        0.0000017   Swift-XRT     7.1914421084784400e+06   2.0541306433585759e+06
      0.0134577        0.0000012   Swift-XRT     9.3824388258667570e+06   2.8239406368868458e+06
      0.0134606        0.0000017   Swift-XRT     5.6308415707917446e+06   1.7643146943413510e+06
      0.0134634        0.0000012   Swift-XRT     1.0795091043291904e+07   3.0916735838104612e+06
      0.0134658        0.0000012   Swift-XRT     8.4499847119445801e+06   2.6514928030962888e+06
      0.0134681        0.0000012   Swift-XRT     7.5125692333699586e+06   2.4662800690578022e+06
      0.0134710        0.0000017   Swift-XRT     7.5144086508771572e+06   2.1240560421631471e+06
      0.0134739        0.0000012   Swift-XRT     9.3953067548113707e+06   2.8411415442519682e+06
      0.0134762        0.0000012   Swift-XRT     8.4574320879937652e+06   2.6615372128446777e+06
      0.0134785        0.0000012   Swift-XRT     7.9891364634931954e+06   2.5703732475790274e+06
      0.0134808        0.0000012   Swift-XRT     8.9307814477024283e+06   2.7579667438715203e+06
      0.0134831        0.0000012   Swift-XRT     7.9922619633521205e+06   2.5746103027302069e+06
      0.0134854        0.0000012   Swift-XRT     7.5235995211642142e+06   2.4813151533464859e+06
      0.0134878        0.0000012   Swift-XRT     1.4659182312470874e+07   4.4564334444885384e+06
      0.0134901        0.0000012   Swift-XRT     1.1917800968319625e+07   3.9084540048861522e+06
      0.0134930        0.0000017   Swift-XRT     7.2146972840414485e+06   2.0848647253046690e+06
      0.0134959        0.0000012   Swift-XRT     9.8834114226065129e+06   2.9544513502344214e+06
      0.0134982        0.0000012   Swift-XRT     1.1768263696865233e+07   3.3058689119513924e+06
      0.0135005        0.0000012   Swift-XRT     8.4748030815262608e+06   2.6849678036455768e+06
      0.0135028        0.0000012   Swift-XRT     1.4677804749396726e+07   4.4813330823956216e+06
      0.0135051        0.0000012   Swift-XRT     9.4201269007498920e+06   2.8743176727630268e+06
      0.0135074        0.0000012   Swift-XRT     9.8930623693149742e+06   2.9672997392538036e+06
      0.0135103        0.0000017   Swift-XRT     9.1392298173786905e+06   2.9351052699411181e+06
      0.0135132        0.0000012   Swift-XRT     1.4195295605645696e+07   4.4807535459767673e+06
      0.0135155        0.0000012   Swift-XRT     9.4446503950962313e+06   2.8867941370691597e+06
      0.0135178        0.0000012   Swift-XRT     9.4526910743297767e+06   2.8897917392356475e+06
      0.0135202        0.0000012   Swift-XRT     1.2023711803976765e+07   3.8931489143578797e+06
      0.0135225        0.0000012   Swift-XRT     8.0484703346428424e+06   2.6137718656116249e+06
      0.0135248        0.0000012   Swift-XRT     1.0662027705166109e+07   3.6011469362051683e+06
      0.0135271        0.0000012   Swift-XRT     8.5363875967914276e+06   2.7148625569850537e+06
      0.0135294        0.0000012   Swift-XRT     1.0680126116824340e+07   3.6084710774986204e+06
      0.0135323        0.0000017   Swift-XRT     8.2359141728716157e+06   2.2943225097549199e+06
      0.0135352        0.0000012   Swift-XRT     7.6104251789388396e+06   2.5306925444112946e+06
      0.0135381        0.0000017   Swift-XRT     1.0634512825902220e+07   2.9851574545602943e+06
      0.0135410        0.0000012   Swift-XRT     9.5331476046567317e+06   2.9197853024243158e+06
      0.0135439        0.0000017   Swift-XRT     6.9983521200356334e+06   2.0711006243345763e+06
      0.0135468        0.0000012   Swift-XRT     1.0508590442270815e+07   3.1106592857099711e+06
      0.0135491        0.0000012   Swift-XRT     8.6051779035756215e+06   2.7413391556763141e+06
      0.0135514        0.0000012   Swift-XRT     7.6554877992407447e+06   2.5486808219454815e+06
      0.0135537        0.0000012   Swift-XRT     7.6619208755346332e+06   2.5512489898460442e+06
      0.0135560        0.0000012   Swift-XRT     7.6683575045421999e+06   2.5538184900142369e+06
      0.0135584        0.0000012   Swift-XRT     1.3591568759352412e+07   4.2525440946405977e+06
      0.0135607        0.0000012   Swift-XRT     1.0081617318746794e+07   3.0382167892639698e+06
      0.0135630        0.0000012   Swift-XRT     7.6876682797433203e+06   2.5615269905188140e+06
      0.0135653        0.0000012   Swift-XRT     1.0098514025003169e+07   3.0444244902838590e+06
      0.0135676        0.0000012   Swift-XRT     1.0106957049060838e+07   3.0475266754592666e+06
      0.0135705        0.0000017   Swift-XRT     8.0297777316218335e+06   2.2754664819046864e+06
      0.0135734        0.0000012   Swift-XRT     1.0128077931881307e+07   3.0552864682675814e+06
      0.0135757        0.0000012   Swift-XRT     1.1101911390198892e+07   3.2419387174797971e+06
      0.0135780        0.0000012   Swift-XRT     1.5903143690820796e+07   4.9364365928283855e+06
      0.0135803        0.0000012   Swift-XRT     1.6399892999174880e+07   5.0140736007620031e+06
      0.0135827        0.0000012   Swift-XRT     8.2262765488394499e+06   2.6834225952399038e+06
      0.0135850        0.0000012   Swift-XRT     8.7174170104731265e+06   2.7845383776536891e+06
      0.0135873        0.0000012   Swift-XRT     1.1391121823578486e+07   3.7824938736719103e+06
      0.0135896        0.0000012   Swift-XRT     8.7319005359631758e+06   2.7901130295049367e+06
      0.0135919        0.0000012   Swift-XRT     9.7101580109892879e+06   2.9857736283389609e+06
      0.0135942        0.0000012   Swift-XRT     1.2796438575435331e+07   4.1624055313604912e+06
      0.0135966        0.0000012   Swift-XRT     1.2239863345087087e+07   4.2074943529257774e+06
      0.0135989        0.0000012   Swift-XRT     1.2654578718240827e+07   3.5453187052780776e+06
      0.0136018        0.0000017   Swift-XRT     7.7954771526833605e+06   2.2469381910639182e+06
      0.0136052        0.0000017   Swift-XRT     8.7807734416855965e+06   2.4291360034567332e+06
      0.0136081        0.0000012   Swift-XRT     9.7664756282256339e+06   3.0067686118684374e+06
      0.0136104        0.0000012   Swift-XRT     9.2857908029486667e+06   2.9132181111890529e+06
      0.0136128        0.0000012   Swift-XRT     8.3151823204730125e+06   2.7182487372101601e+06
      0.0136151        0.0000012   Swift-XRT     1.0769675817812184e+07   3.2052733800469465e+06
      0.0136180        0.0000017   Swift-XRT     8.1672277829625262e+06   2.3234623114376515e+06
      0.0136209        0.0000012   Swift-XRT     9.8107291179871932e+06   3.0232660819251575e+06
      0.0136232        0.0000012   Swift-XRT     9.8187751262912564e+06   3.0262654604484849e+06
      0.0136255        0.0000012   Swift-XRT     1.1294689628016384e+07   3.3109772701322981e+06
      0.0136278        0.0000012   Swift-XRT     9.8159871342318170e+06   3.0254754257441615e+06
      0.0136301        0.0000012   Swift-XRT     1.0791556981359918e+07   3.2136742156296801e+06
      0.0136330        0.0000017   Swift-XRT     5.2286144303081976e+06   1.7493491100140088e+06
      0.0136359        0.0000012   Swift-XRT     1.0286644425150370e+07   3.1144637979707564e+06
      0.0136382        0.0000012   Swift-XRT     1.6646461986624671e+07   5.0409401097795125e+06
      0.0136405        0.0000012   Swift-XRT     9.2965493081464954e+06   2.9184632488465919e+06
      0.0136434        0.0000017   Swift-XRT     8.4751263784710318e+06   2.3781854263660307e+06
      0.0136463        0.0000012   Swift-XRT     7.8177100348852938e+06   2.6147821685640337e+06
      0.0136486        0.0000012   Swift-XRT     9.7666603693369310e+06   3.0086966251730016e+06
